query_id,text,hours,start_lat,start_lon,start_raw,interests_set
Q0453,Покажи мне самые необычные и странные памятники Автозавода. 2 часа.,2.0,,,Покажи мне самые необычные и странные памятники Автозавода. 2 часа.,[]
Q0454,Ищу в Сормово место для утренней йоги на природе. 1.5 часа.,1.5,,,Ищу в Сормово место для утренней йоги на природе. 1.5 часа.,[]
Q0455,"Автозавод, улица Спутниковая. 2 часа. 'Космическая' прогулка.",2.0,,,"Автозавод, улица Спутниковая. 2 часа. 'Космическая' прогулка.","[""park""]"
Q0456,Где в Сормово можно послушать тишину? 1 час.,1.0,,,Где в Сормово можно послушать тишину? 1 час.,[]
Q0457,Покажи мне 'скрытые' парки и скверы Автозавода. 2.5 часа.,2.5,,,Покажи мне 'скрытые' парки и скверы Автозавода. 2.5 часа.,"[""park""]"
Q0458,Ищу в Сормово старые вывески советских времен. 2 часа.,2.0,,,Ищу в Сормово старые вывески советских времен. 2 часа.,[]
Q0459,"Автозавод, улица Челюскинцев. 2 часа. Расскажи историю улицы и покажи интересные места.",2.0,,,"Автозавод, улица Челюскинцев. 2 часа. Расскажи историю улицы и покажи интересные места.",[]
Q0460,Где в Сормово можно посмотреть на самолеты? 1.5 часа (рядом с аэродромом).,1.5,,,Где в Сормово можно посмотреть на самолеты? 1.5 часа (рядом с аэродромом).,[]
Q0461,"Я в центре, но хочу на 3 часа сбежать от суеты в какой-нибудь тихий район. Посоветуй, Автозавод или Сормово?",3.0,,,"Я в центре, но хочу на 3 часа сбежать от суеты в какой-нибудь тихий район. Посоветуй, Автозавод или Сормово?",[]
Q0462,"Ищу 'романтику спальных районов' в Сормово. 2 часа, вечерняя прогулка.",2.0,,,"Ищу 'романтику спальных районов' в Сормово. 2 часа, вечерняя прогулка.","[""park""]"
Q0463,"Автозавод, улица Переходникова. 2 часа. Покажи мне 'изнанку' завода.",2.0,,,"Автозавод, улица Переходникова. 2 часа. Покажи мне 'изнанку' завода.",[]
Q0464,Где в Сормово самые красивые осенние а��леи? 2 часа.,2.0,,,Где в Сормово самые красивые осенние а��леи? 2 часа.,[]
Q0465,Я на улице Патриотов на Автозаводе. 1.5 часа. Патриотический маршрут.,1.5,,,Я на улице Патриотов на Автозаводе. 1.5 часа. Патриотический маршрут.,[]
Q0466,Ищу в Сормово заброшенный стадион или спортплощадку. 2 часа.,2.0,,,Ищу в Сормово заброшенный стадион или спортплощадку. 2 часа.,[]
Q0467,"Автозавод, улица Гайдара. 2 часа. Литературная прогулка?",2.0,,,"Автозавод, улица Гайдара. 2 часа. Литературная прогулка?","[""park""]"
Q0468,Покажи мне самые большие дворы в Сормово. 1.5 часа.,1.5,,,Покажи мне самые большие дворы в Сормово. 1.5 часа.,[]
Q0469,"Я на улице Бурнаковской. Это уже Сормово? 2 часа, что тут посмотреть?",2.0,,,"Я на улице Бурнаковской. Это уже Сормово? 2 часа, что тут посмотреть?",[]
Q0470,Где на Автозаводе можно увидеть граффити-портреты? 2 часа.,2.0,,,Где на Автозаводе можно увидеть граффити-портреты? 2 часа.,[]
Q0471,"Ищу в центре секретный бар, в который не так просто попасть. И прогулку на 2 часа до него.",2.0,,,"Ищу в центре секретный бар, в который не так просто попасть. И прогулку на 2 часа до него.","[""park""]"
Q0472,"Сормово, улица Островского. 1.5 часа. Есть ли тут что-то, связанное с писателем?",1.5,,,"Сормово, улица Островского. 1.5 часа. Есть ли тут что-то, связанное с писателем?",[]
Q0473,"Покажи мне 'брутальный' Автозавод. Бетон, гаражи, промзоны. 3 часа.",3.0,,,"Покажи мне 'брутальный' Автозавод. Бетон, гаражи, промзоны. 3 часа.",[]
Q0474,Где в Сормово можно зимой покататься с горки на ватрушке? 2 часа.,2.0,,,Где в Сормово можно зимой покататься с горки на ватрушке? 2 часа.,[]
Q0475,Я на проспекте 70 лет Октября в Сормово. 2 часа. Исторический маршрут.,2.0,,,Я на проспекте 70 лет Октября в Сормово. 2 часа. Исторический маршрут.,[]
Q0476,Ищу на Автозаводе самые красивые закаты над промзоной. 1.5 часа.,1.5,,,Ищу на Автозаводе самые красивые закаты над промзоной. 1.5 часа.,[]
Q0477,"Сормово, улица Мокроусова. 1 час. Просто прогулка.",1.0,,,"Сормово, улица Мокроусова. 1 час. Просто прогулка.","[""park""]"
Q0478,"Покажи мне 'водный мир' Автозавода: озера, каналы, речки. 3 часа.",3.0,,,"Покажи мне 'водный мир' Автозавода: озера, каналы, речки. 3 часа.",[]
Q0479,Где в Сормово можно найти дог-френдли кафе? 2 часа.,2.0,,,Где в Сормово можно найти дог-френдли кафе? 2 часа.,"[""coffee""]"
Q0480,Я на улице Попова на Автозаводе. 1.5 часа. Что тут изобрели?,1.5,,,Я на улице Попова на Автозаводе. 1.5 часа. Что тут изобрели?,[]
Q0481,Ищу в центре двор с самым громким эхом. 1 час.,1.0,,,Ищу в центре двор с самым громким эхом. 1 час.,[]
Q0482,"Сормово, улица Машинная. 2 часа. Маршрут по истории машиностроения.",2.0,,,"Сормово, улица Машинная. 2 часа. Маршрут по истории машиностроения.",[]
Q0483,Покажи мне самые старые деревья в Автозаводском парке. 1.5 часа.,1.5,,,Покажи мне самые старые деревья в Автозаводском парке. 1.5 часа.,"[""park""]"
Q0484,Где в Сормово можно купить свежую выпечку рано утром? И прогулка на 1 час.,1.0,56.323666,43.940036,Где в Сормово можно купить свежую выпечку рано утром? И прогулка на 1 час.,"[""park""]"
Q0485,Я на улице Героев Космоса в Сормово. 2.5 часа. Поехали! 🚀,2.5,,,Я на улице Героев Космоса в Сормово. 2.5 часа. Поехали! 🚀,[]
Q0486,"Ищу на Автозаводе места, где можно было бы снимать фильм про СССР. 3 часа.",3.0,,,"Ищу на Автозаводе места, где можно было бы снимать фильм про СССР. 3 часа.",[]
Q0487,"Сормово, улица Ужгородская. 1 час. Почему такое название?",1.0,,,"Сормово, улица Ужгородская. 1 час. Почему такое название?",[]
Q0488,"Покажи мне 'маленький Петербург' в Нижнем. 3 часа. Дворы-колодцы, прямые улицы, вода.",3.0,,,"Покажи мне 'маленький Петербург' в Нижнем. 3 часа. Дворы-колодцы, прямые улицы, вода.",[]
Q0489,Где на Автозаводе можно найти уличную библиотеку (буккроссинг)? 1.5 часа.,1.5,,,Где на Автозаводе можно найти уличную библиотеку (буккроссинг)? 1.5 часа.,[]
Q0490,Я на улице Травяной в Сормово. 2 часа. Самый 'зеленый' маршрут.,2.0,,,Я на улице Травяной в Сормово. 2 часа. Самый 'зеленый' маршрут.,[]
Q0491,"Ищу в центре города место с панорамным видом, но чтобы не Чкаловская лестница. 1.5 часа.",1.5,56.3304669,44.0094375,"Ищу в центре города место с панорамным видом, но чтобы не Чкаловская лестница. 1.5 часа.","[""view""]"
Q0492,"Сормово, улица Победная. 2 часа. Маршрут по местам воинской славы.",2.0,,,"Сормово, улица Победная. 2 часа. Маршрут по местам воинской славы.",[]
Q0493,"Покажи мне 'архитектурные ошибки' Автозавода. Неудачные здания, странные решения. 2 часа.",2.0,,,"Покажи мне 'архитектурные ошибки' Автозавода. Неудачные здания, странные решения. 2 часа.",[]
Q0494,"Где в Сормово можно увидеть животных, кроме зоопарка? Утки, белки. 1.5 часа.",1.5,,,"Где в Сормово можно увидеть животных, кроме зоопарка? Утки, белки. 1.5 часа.",[]
Q0495,Я на улице Раевского на Автозаводе. 2 часа. Историческая прогулка.,2.0,,,Я на улице Раевского на Автозаводе. 2 часа. Историческая прогулка.,"[""park""]"
Q0496,"Ищу в центре место, где можно недорого поесть, как в столовой. И прогулку на 1 час рядом.",1.0,,,"Ищу в центре место, где можно недорого поесть, как в столовой. И прогулку на 1 час рядом.","[""park""]"
Q0497,"Сормово, улица Новосоветская. 2 часа. Что тут есть 'нового' и 'советского'?",2.0,,,"Сормово, улица Новосоветская. 2 часа. Что тут есть 'нового' и 'советского'?",[]
Q0498,Покажи мне лучшие места для наблюдения за поездами на Автозаводе. 1.5 часа.,1.5,56.2418879,43.8705039,Покажи мне лучшие места для наблюдения за поездами на Автозаводе. 1.5 часа.,[]
Q0499,Где в Сормово можно найти ремесленные мастерские или что-то сделанное руками? 2 часа.,2.0,,,Где в Сормово можно найти ремесленные мастерские или что-то сделанное руками? 2 часа.,[]
Q0500,Я на улице Станиславского на Автозаводе. 2 часа. 'Театральный' маршрут.,2.0,,,Я на улице Станиславского на Автозаводе. 2 часа. 'Театральный' маршрут.,[]
Q0501,Нахожусь на проспекте Кирова. 2 часа. Хочу посмотреть на главный проспект Автозавода.,2.0,,,Нахожусь на проспекте Кирова. 2 часа. Хочу посмотреть на главный проспект Автозавода.,[]
Q0502,"Сормово, улица Васенко. 1 час. Кто это и что тут смотреть?",1.0,,,"Сормово, улица Васенко. 1 час. Кто это и что тут смотреть?",[]
Q0503,Покажи мне самые тихие места Автозаводского парка. 1.5 часа.,1.5,,,Покажи мне самые тихие места Автозаводского парка. 1.5 часа.,"[""park""]"
Q0504,"Ищу в Сормово места, связанные с авиацией. 2 часа.",2.0,,,"Ищу в Сормово места, связанные с авиацией. 2 часа.",[]
Q0505,Я на улице Красноуральской на Автозаводе. 1.5 часа. Что тут интересного?,1.5,,,Я на улице Красноуральской на Автозаводе. 1.5 часа. Что тут интересного?,[]
Q0506,Где в Сормово можно встретить рассвет? 1.5 часа.,1.5,,,Где в Сормово можно встретить рассвет? 1.5 часа.,[]
Q0507,Покажи мне 'скрытые жемчужины' Автозавода. 3 часа.,3.0,,,Покажи мне 'скрытые жемчужины' Автозавода. 3 часа.,[]
Q0508,Ищу в Сормово стрит-арт на тему экологии. 2 часа.,2.0,,,Ищу в Сормово стрит-арт на тему экологии. 2 часа.,[]
Q0509,Я на улице Лоскутова на Автозаводе. 2 часа. Прогулка по 'фабричному' району.,2.0,,,Я на улице Лоскутова на Автозаводе. 2 часа. Прогулка по 'фабричному' району.,"[""park""]"
Q0510,Где в Сормово самые красивые граффити? 2.5 часа.,2.5,,,Где в Сормово самые красивые граффити? 2.5 часа.,"[""street_art""]"
Q0511,Покажи мне 'морской' фасад Автозавода. 2 часа.,2.0,,,Покажи мне 'морской' фасад Автозавода. 2 часа.,[]
Q0512,Ищу в Сормово старые детские площадки советских времен. 1.5 часа.,1.5,,,Ищу в Сормово старые детские площадки советских времен. 1.5 часа.,[]
Q0513,Я на улице Львовской на Автозаводе. 1 час. Есть тут что-то 'львовское'?,1.0,,,Я на улице Львовской на Автозаводе. 1 час. Есть тут что-то 'львовское'?,[]
Q0514,Где в Сормово можно покормить уток? 1 час.,1.0,,,Где в Сормово можно покормить уток? 1 час.,[]
Q0515,Покажи мне самые впечатляющие промышленные пейзажи Автозавода. 3 часа.,3.0,,,Покажи мне самые впечатляющие промышленные пейзажи Автозавода. 3 часа.,[]
Q0516,Ищу в Сормово следы старых деревень. 2.5 часа.,2.5,,,Ищу в Сормово следы старых деревень. 2.5 часа.,[]
Q0517,Я на улице Национальной на Автозаводе. 2 часа. Маршрут дружбы народов.,2.0,,,Я на улице Национальной на Автозаводе. 2 часа. Маршрут дружбы народов.,[]
Q0518,Где в Сормово можно найти дикий пляж? 2 часа.,2.0,,,Где в Сормово можно найти дикий пляж? 2 часа.,[]
Q0519,Покажи мне самые зеленые дворы Автозавода. 1.5 часа.,1.5,,,Покажи мне самые зеленые дворы Автозавода. 1.5 часа.,[]
Q0520,"Ищу в Сормово места, где можно было бы снимать фильм ужасов. 2 часа.",2.0,,,"Ищу в Сормово места, где можно было бы снимать фильм ужасов. 2 часа.",[]
Q0521,Я на улице Орбели на Автозаводе. 2 часа. Научный маршрут.,2.0,,,Я на улице Орбели на Автозаводе. 2 часа. Научный маршрут.,[]
Q0522,Где в Сормово можно найти уличных художников за работой? 2 часа.,2.0,,,Где в Сормово можно найти уличных художников за работой? 2 часа.,[]
Q0523,Покажи мне 'железнодорожное' кольцо Автозавода. 3 часа.,3.0,,,Покажи мне 'железнодорожное' кольцо Автозавода. 3 часа.,[]
Q0524,Ищу в Сормово самые красивые клумбы и цветники. 1.5 часа.,1.5,,,Ищу в Сормово самые красивые клумбы и цветники. 1.5 часа.,[]
Q0525,Я на улице Рельсовой на Автозаводе. 1 час. Говорит само за себя.,1.0,,,Я на улице Рельсовой на Автозаводе. 1 час. Говорит само за себя.,[]
Q0526,Где в Сормово можно найти самый вкусный квас? 1 час.,1.0,,,Где в Сормово можно найти самый вкусный квас? 1 час.,[]
Q0527,Покажи мне 'фасад' Автозавода со стороны проспекта Ленина. 2 часа.,2.0,,,Покажи мне 'фасад' Автозавода со стороны проспекта Ленина. 2 часа.,[]
Q0528,Ищу в Сормово места для тихого семейного отдыха. 3 часа.,3.0,,,Ищу в Сормово места для тихого семейного отдыха. 3 часа.,[]
Q0529,Я на улице Сазанова на Автозаводе. 2 часа. Историческая справка и прогулка.,2.0,,,Я на улице Сазанова на Автозаводе. 2 часа. Историческая справка и прогулка.,"[""park""]"
Q0530,Где в Сормово можно найти самый лучший вид на закат? 2 часа.,2.0,,,Где в Сормово можно найти самый лучший вид на закат? 2 часа.,"[""view""]"
Q0531,Покажи мне 'литературное' Автозавод. 2.5 часа.,2.5,,,Покажи мне 'литературное' Автозавод. 2.5 часа.,[]
Q0532,Ищу в Сормово старинные фонарные столбы. 1.5 часа.,1.5,,,Ищу в Сормово старинные фонарные столбы. 1.5 часа.,[]
Q0533,Я на улице Смирнова на Автозаводе. 2 часа. Маршрут памяти героя.,2.0,,,Я на улице Смирнова на Автозаводе. 2 часа. Маршрут памяти героя.,[]
Q0534,Где в Сормово можно найти самую необычную еду? 2 часа.,2.0,,,Где в Сормово можно найти самую необычную еду? 2 часа.,[]
Q0535,"Покажи мне 'музыкальное' Автозавод. Музыкальные школы, ДК. 2 часа.",2.0,,,"Покажи мне 'музыкальное' Автозавод. Музыкальные школы, ДК. 2 часа.",[]
Q0536,Ищу в Сормово самые высокие точки для обзора. 2.5 часа.,2.5,,,Ищу в Сормово самые высокие точки для обзора. 2.5 часа.,[]
Q0537,Я на улице Спортивной на Автозаводе. 2 часа. Спортивная прогулка.,2.0,,,Я на улице Спортивной на Автозаводе. 2 часа. Спортивная прогулка.,"[""park""]"
Q0538,Где в Сормово можно найти место для пикника с мангалом? 3 часа.,3.0,,,Где в Сормово можно найти место для пикника с мангалом? 3 часа.,[]
Q0539,Покажи мне 'театральное' Автозавод. 2 часа.,2.0,,,Покажи мне 'театральное' Автозавод. 2 часа.,[]
Q0540,Ищу в Сормово самые красивые мозаики на домах. 2.5 часа.,2.5,,,Ищу в Сормово самые красивые мозаики на домах. 2.5 часа.,[]
Q0541,Я на улице Строкина на Автозаводе. 2 часа. История автомобилестроения.,2.0,,,Я на улице Строкина на Автозаводе. 2 часа. История автомобилестроения.,[]
Q0542,Где в Сормово можно найти самый лучший кофе? 1.5 часа.,1.5,,,Где в Сормово можно найти самый лучший кофе? 1.5 часа.,"[""coffee""]"
Q0543,Покажи мне 'архитектурные излишества' Автозавода. 2 часа.,2.0,,,Покажи мне 'архитектурные излишества' Автозавода. 2 часа.,[]
Q0544,Ищу в Сормово места для романтической фотосессии. 3 часа.,3.0,,,Ищу в Сормово места для романтической фотосессии. 3 часа.,[]
Q0545,Я на улице Толбухина на Автозаводе. 2 часа. Военно-исторический маршрут.,2.0,,,Я на улице Толбухина на Автозаводе. 2 часа. Военно-исторический маршрут.,[]
Q0546,Где в Сормово можно найти самый красивый восход? 1.5 часа.,1.5,,,Где в Сормово можно найти самый красивый восход? 1.5 часа.,[]
Q0547,Покажи мне 'транспортные артерии' Автозавода. 3 часа.,3.0,,,Покажи мне 'транспортные артерии' Автозавода. 3 часа.,[]
Q0548,Ищу в Сормово самые необычные балконы. 2 часа.,2.0,,,Ищу в Сормово самые необычные балконы. 2 часа.,[]
Q0549,Я на улице Трамвайной. Хочу прокатиться на трамвае по самому интересному маршруту Автозавода. 2 часа.,2.0,,,Я на улице Трамвайной. Хочу прокатиться на трамвае по самому интересному маршруту Автозавода. 2 часа.,[]
Q0550,Где в Сормово можно найти самые красивые осенние пейзажи? 2.5 часа.,2.5,,,Где в Сормово можно найти самые красивые осенние пейзажи? 2.5 часа.,[]
Q0551,"Меня интересует история и культура, хочу обойти историчсекие места Нижнего за 3 часа 15 минут, сейчас я нвхожусь около памятника Максиму Горькому",3.0,,,"Меня интересует история и культура, хочу обойти историчсекие места Нижнего за 3 часа 15 минут, сейчас я нвхожусь около памятника Максиму Горькому",[]
Q0552,"Старт от ул. Минина, 5. 2 часа. Интересует архитектура модерн и где выпить хороший эспрессо.",2.0,56.325213,44.0144439,"Старт от ул. Минина, 5. 2 часа. Интересует архитектура модерн и где выпить хороший эспрессо.","[""architecture""]"
Q0553,мы на рождественской 30. есть полтора часа. хотим панорамные виды и что-то историческое.,1.5,,,мы на рождественской 30. есть полтора часа. хотим панорамные виды и что-то историческое.,"[""view""]"
Q0554,"Я у подножия Чкаловской лестницы, на Нижне-Волжской набережной. У меня 3.5 часа. Построй маршрут, чтобы подняться наверх, посмотреть кремль (снаружи) и найти классный стрит-арт.",3.5,56.3304669,44.0094375,"Я у подножия Чкаловской лестницы, на Нижне-Волжской набережной. У меня 3.5 часа. Построй маршрут, чтобы подняться наверх, посмотреть кремль (снаружи) и найти классный стрит-арт.","[""park"", ""view""]"
Q0555,"56.327, 44.008. 1 час. Только смотровые площадки.",1.0,56.327,44.008,"56.327,44.008",[]
Q0556,"2 часа от Большой Покровской, 18. интиресует архитэктура конструктивизма.",2.0,56.3122457,43.9894971,"2 часа от Большой Покровской, 18. интиресует архитэктура конструктивизма.",[]
Q0557,"Полтора часа, я у Технического музея на Большой Покровской, 43. Покажи мне необычные дворы и старые вывески.",1.5,56.3122457,43.9894971,"Полтора часа, я у Технического музея на Большой Покровской, 43. Покажи мне необычные дворы и старые вывески.","[""museum""]"
Q0558,От пл. Народного единства. 2 часа. Нужен маршрут по истории ополчения и купеческим домам.,2.0,56.3240676,44.0005071,От пл. Народного единства. 2 часа. Нужен маршрут по истории ополчения и купеческим домам.,[]
Q0559,У меня всего 45 минут. Я у здания Госбанка на Покровке. Что самое красивое можно увидеть?,0.75,,,У меня всего 45 минут. Я у здания Госбанка на Покровке. Что самое красивое можно увидеть?,[]
Q0560,"Привет! Я на ул. Алексеевская, 10. 3 часа. Хочу посмотреть на храмы и найти кофейню specialty.",3.0,56.325213,44.0144439,"Привет! Я на ул. Алексеевская, 10. 3 часа. Хочу посмотреть на храмы и найти кофейню specialty.","[""architecture""]"
Q0561,"Маршрут на 2.5 часа от ул. Ульянова, 2. Интересуют дворянские усадьбы и тихие скверы.",2.5,56.325213,44.0144439,"Маршрут на 2.5 часа от ул. Ульянова, 2. Интересуют дворянские усадьбы и тихие скверы.","[""park""]"
Q0562,Набережная Федоровского. 1 час. Покажи мне лучшие точки для фото заката.,1.0,56.3275208,43.9913023,Набережная Федоровского. 1 час. Покажи мне лучшие точки для фото заката.,"[""park"", ""view""]"
Q0563,Старт от пересечения улиц Пискунова и Ульянова. 2 часа. Интересуют дома в стиле модерн и необычные балконы.,2.0,,,Старт от пересечения улиц Пискунова и Ульянова. 2 часа. Интересуют дома в стиле модерн и необычные балконы.,"[""architecture""]"
Q0564,Где-то на улице Кожевенной. 2 часа. Ищу атмосферу старого города и виды на реку.,2.0,,,Где-то на улице Кожевенной. 2 часа. Ищу атмосферу старого города и виды на реку.,[]
Q0565,От ГЦСИ 'Арсенал' в Кремле. 1.5 часа. Нужен маршрут внутри кремля с посещением всех смотровых.,1.5,,,От ГЦСИ 'Арсенал' в Кремле. 1.5 часа. Нужен маршрут внутри кремля с посещением всех смотровых.,[]
Q0566,"У меня 3 часа и я на Большой Печерской, 32. Интересует история учебных заведений и старая профессура.",3.0,,,"У меня 3 часа и я на Большой Печерской, 32. Интересует история учебных заведений и старая профессура.",[]
Q0567,"Покажи мне все работы Никиты Nomerz в центре. 2 часа, начну от ул. Грузинская, 5.",2.0,56.2891092,43.9404165,"Покажи мне все работы Никиты Nomerz в центре. 2 часа, начну от ул. Грузинская, 5.",[]
Q0568,"4 часа. Старт от Зеленского съезда. Хочу увидеть и набережную, и Покровку, и Кремль. Самый полный маршрут.",4.0,,,"4 часа. Старт от Зеленского съезда. Хочу увидеть и набережную, и Покровку, и Кремль. Самый полный маршрут.","[""park"", ""view""]"
Q0569,"Прогулка на 1 час от ул. Октябрьская, 25. Ищу тихие дворы и необычные граффити.",1.0,56.325213,44.0144439,"Прогулка на 1 час от ул. Октябрьская, 25. Ищу тихие дворы и необычные граффити.","[""park"", ""street_art""]"
Q0570,"Старт от ул. Добролюбова, 11. 2.5 часа. Интересует деревянное зодчество и история Започаинья.",2.5,56.325213,44.0144439,"Старт от ул. Добролюбова, 11. 2.5 часа. Интересует деревянное зодчество и история Започаинья.",[]
Q0571,Я у катера 'Герой'. 2 часа. Нужен маршрут вдоль набережной с видами на Стрелку.,2.0,56.3348695,43.9437729,Я у катера 'Герой'. 2 часа. Нужен маршрут вдоль набережной с видами на Стрелку.,"[""park"", ""view""]"
Q0572,"Нахожусь на 56.3217, 44.0185. Есть 1.5 часа. Хочу погулять по парку и найти видовую площадку.",1.5,56.3217,44.0185,"56.3217,44.0185","[""park""]"
Q0573,Полчаса. Я у памятника Минину. Что самое главное успею?,,,,Полчаса. Я у памятника Минину. Что самое главное успею?,[]
Q0574,2 часа. старт от ул. Варварская 4. ищу здания в стиле модерн и конструктивизм.,2.0,56.325213,44.0144439,2 часа. старт от ул. Варварская 4. ищу здания в стиле модерн и конструктивизм.,"[""architecture""]"
Q0575,От пл. Театральной. 1 час. Нужна короткая прогулка перед спектаклем с посещением сквера.,1.0,56.3240676,44.0005071,От пл. Театральной. 1 час. Нужна короткая прогулка перед спектаклем с посещением сквера.,"[""park""]"
Q0576,"3 часа. Ул. Ильинская, 96. Интересуют старые промышленные здания и история этого района.",3.0,,,"3 часа. Ул. Ильинская, 96. Интересуют старые промышленные здания и история этого района.",[]
Q0577,"Привет! Я на Ковалихинской, 49. 2 часа. Просто тихая прогулка по скверам и паркам.",2.0,56.3215767,44.026556,"Привет! Я на Ковалихинской, 49. 2 часа. Просто тихая прогулка по скверам и паркам.","[""park""]"
Q0578,"У меня 2.5 часа. Старт от ул. Нестерова, 9. Интересует история художественного училища и места, связанные с художниками.",2.5,56.325213,44.0144439,"У меня 2.5 часа. Старт от ул. Нестерова, 9. Интересует история художественного училища и места, связанные с художниками.",[]
Q0579,Покажи мне 'секретные' смотровые площадки в центре. 2 часа. Начну от Почаинского оврага.,2.0,,,Покажи мне 'секретные' смотровые площадки в центре. 2 часа. Начну от Почаинского оврага.,[]
Q0580,"1 час от ул. Большая Покровская, 8. Ищу самые фотогеничные подворотни.",1.0,56.325213,44.0144439,"1 час от ул. Большая Покровская, 8. Ищу самые фотогеничные подворотни.",[]
Q0581,"3 часа. Ул. Сергиевская, 12. Хочу полный маршрут по Започаинью с историческими комментариями.",3.0,,,"3 часа. Ул. Сергиевская, 12. Хочу полный маршрут по Започаинью с историческими комментариями.",[]
Q0582,Старт от Лыковой Дамбы. 1.5 часа. Интересуют все мосты через овраг и виды с них.,1.5,,,Старт от Лыковой Дамбы. 1.5 часа. Интересуют все мосты через овраг и виды с них.,[]
Q0583,"У меня 4 часа и я у Речного вокзала. Хочу дойти до Кремля, погулять там и вернуться обратно самым красивым путем.",4.0,,,"У меня 4 часа и я у Речного вокзала. Хочу дойти до Кремля, погулять там и вернуться обратно самым красивым путем.",[]
Q0584,"Нахожусь на ул. Звездинка, 12. 1 час. Где ближайшая хорошая кофейня и небольшой сквер?",1.0,56.325213,44.0144439,"Нахожусь на ул. Звездинка, 12. 1 час. Где ближайшая хорошая кофейня и небольшой сквер?","[""park""]"
Q0585,"Покажи мне все скульптуры на Большой Покровской. 1.5 часа, начну от пл. Горького.",1.5,56.3240676,44.0005071,"Покажи мне все скульптуры на Большой Покровской. 1.5 часа, начну от пл. Горького.",[]
Q0586,"От ул. Грузинская, 23. 2 часа. Интересуют неформальные бары и андеграундные места.",2.0,56.325213,44.0144439,"От ул. Грузинская, 23. 2 часа. Интересуют неформальные бары и андеграундные места.",[]
Q0587,"У меня 5 часов. Старт от ул. Белинского, 3. Хочу увидеть максимум центра: и историю, и стрит-арт, и парки.",5.0,56.325213,44.0144439,"У меня 5 часов. Старт от ул. Белинского, 3. Хочу увидеть максимум центра: и историю, и стрит-арт, и парки.","[""park""]"
Q0588,Вечерняя прогулка на 2 часа от набережной Федоровского. Интересуют огни ночного города и романтичные виды.,2.0,56.3275208,43.9913023,Вечерняя прогулка на 2 часа от набережной Федоровского. Интересуют огни ночного города и романтичные виды.,"[""park"", ""view""]"
Q0589,"Старт от ул. Пожарского, 2. 1 час. Хочу обойти площадь Минина и посмотреть все памятники.",1.0,56.325213,44.0144439,"Старт от ул. Пожарского, 2. 1 час. Хочу обойти площадь Минина и посмотреть все памятники.",[]
Q0590,"3 часа. От ул. Гоголя, 19. Ищу атмосферу 'старого Нижнего', полуразрушенные дома и заброшенные дворы.",3.0,56.325213,44.0144439,"3 часа. От ул. Гоголя, 19. Ищу атмосферу 'старого Нижнего', полуразрушенные дома и заброшенные дворы.",[]
Q0591,"Нахожусь на 56.3292, 44.0241. 2 часа. Нужен маршрут по усадьбам Верхне-Волжской набережной.",2.0,56.3292,44.0241,"56.3292,44.0241","[""park"", ""view""]"
Q0592,"У меня 1.5 часа до встречи в ресторане на Рождественской, 23. Что успею посмотреть рядом?",1.5,,,"У меня 1.5 часа до встречи в ресторане на Рождественской, 23. Что успею посмотреть рядом?",[]
Q0593,"Покажи мне самые красивые старинные двери и ворота в центре. 3 часа, старт от ул. Ульянова.",3.0,56.325213,44.0144439,"Покажи мне самые красивые старинные двери и ворота в центре. 3 часа, старт от ул. Ульянова.",[]
Q0594,"От ул. Ошарская, 15. 2 часа. Интересует советская архитектура 60-70-х годов.",2.0,56.325213,44.0144439,"От ул. Ошарская, 15. 2 часа. Интересует советская архитектура 60-70-х годов.",[]
Q0595,"Я у памятника 'Веселая коза'. 1 час. Куда сходить, чтобы посмеяться? Интересуют забавные арт-объекты.",1.0,,,"Я у памятника 'Веселая коза'. 1 час. Куда сходить, чтобы посмеяться? Интересуют забавные арт-объекты.",[]
Q0596,"2.5 часа. Ул. Минина, 31А. Хочу дойти до Чкаловской лестницы через дворы и скверы.",2.5,56.3304669,44.0094375,"2.5 часа. Ул. Минина, 31А. Хочу дойти до Чкаловской лестницы через дворы и скверы.","[""park""]"
Q0597,"Ищу места для фотосессии в стиле 'лофт'. 3 часа. Старые кирпичные здания, промышленные детали. Начну от Нижне-Волжской набережной.",3.0,56.33044,44.022951,"Ищу места для фотосессии в стиле 'лофт'. 3 часа. Старые кирпичные здания, промышленные детали. Начну от Нижне-Волжской набережной.","[""park"", ""view""]"
Q0598,"От ул. Большая Покровская, 22. 1 час. Нужна быстрая 'перезагрузка' в обеденный перерыв. Интересует тихий сквер.",1.0,56.325213,44.0144439,"От ул. Большая Покровская, 22. 1 час. Нужна быстрая 'перезагрузка' в обеденный перерыв. Интересует тихий сквер.","[""park""]"
Q0599,"3 часа. Ул. Пискунова, 9А. Интересует история фотографии в Нижнем и просто красивые ракурсы.",3.0,,,"3 часа. Ул. Пискунова, 9А. Интересует история фотографии в Нижнем и просто красивые ракурсы.","[""view""]"
Q0600,"Покажи мне 'музыкальный' Нижний. 2 часа от Консерватории на Пискунова, 40. Филармония, памятники, места выступлений.",2.0,56.3275332,44.0130763,"Покажи мне 'музыкальный' Нижний. 2 часа от Консерватории на Пискунова, 40. Филармония, памятники, места выступлений.",[]
Q0601,"Нахожусь на ул. Максима Горького, 78. 1.5 часа. Хочу погулять по историческим местам, связанным с писателем.",1.5,56.325213,44.0144439,"Нахожусь на ул. Максима Горького, 78. 1.5 часа. Хочу погулять по историческим местам, связанным с писателем.",[]
